exam_id,professor,course,term,exam_no,q_no,points,concept,stem
"130_exam2_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm2","31",9,"alkene-reactions","Draw structural formula for alkene that gives shown compound as major product (retro-Markovnikov): (a) C5H10+H2O/H2SO4 gives tertiary alcohol (b) C5H10+Br2 gives 1,2-dibromide (c) C7H12+HCl gives cyclic chloride"
"130_exam2_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm2","32",12,"alkene-reactions","Complete equations by predicting major product: (a-f) various alkene + HBr/H2O/HI/HCl/H2SO4 additions testing Markovnikov and anti-addition regiochemistry"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","1",3,"bonding-hybridization","MC. The oxygen in a hydroxyl group is ___hybridized and has bond angles of ___. (sp 180 / sp3 109.5 / sp2 120 / sp3 120)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","2",3,"IUPAC-naming","MC. The IUPAC name of isopropyl alcohol structure is: (isopropanol / 1-propanol / 2-propanol / 2-isopropanol)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","3",3,"stereochem-R-S","MC. Which molecule below is S-2-pentanol? (four wedge-dash structures A-D with OH at C2 of pentane)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","4",3,"isomer-relationships","MC. The two cyclopentane compounds shown (both methyl-substituted with same dash notation) are: (constitutional isomers / enantiomers / diastereomers / geometric / same molecule)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","5",3,"isomer-relationships","MC. The two cyclopentane compounds shown (different substitution pattern, one methyl one ethyl) are: (constitutional isomers / enantiomers / diastereomers / geometric / same molecule)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","6",3,"isomer-relationships","MC. Two cyclopentane compounds (one wedge methyl one dash methyl at different positions) are: (constitutional isomers / enantiomers / diastereomers / geometric / same molecule)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","7",3,"stereochem-chirality","MC. Enantiomers are: (superposable mirror images / non-superposable mirror images / same connectivity diff 3D / same formula diff connectivity)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","8",3,"stereochem-chirality","MC. Physical properties of enantiomers are identical except for: (boiling point / how they rotate light / melting point / polarity)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","9",3,"stereochem-chirality","MC. How many possible stereoisomers does the compound shown (three stereocenters on cyclohexane) have? (2/6/8/12)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","10",3,"stereochem-chirality","MC. How many actual stereoisomers exist for 1,2-dimethylcyclopentane (meso possible)? (4/3/2/1)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","11",3,"stereochem-R-S","MC. Wedge-dash structure with I Cl Br substituents on central carbon is in the ___configuration: (R / S)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","12",3,"stereochem-R-S","MC. The below compound (thalidomide structure shown with N dash) is the ___ enantiomer of thalidomide: (R / S / E / Z)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","13",3,"stereochem-chirality","MC. Enantiomers of drugs: (behave the same / behave like completely different drugs)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","14",3,"stereochem-R-S","MC. Stereocenters in cyclopentanediol (1 wedge OH 1 dash OH adjacent) are in the ___configuration: (S,S / R,R / R,S / S,R / none-not chiral)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","15",3,"stereochem-R-S","MC. Stereocenters in cyclohexyl alcohol (wedge and dash substituents shown) are in the ___configuration: (S,S / R,R / R,S / S,R / none-not chiral)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","16",3,"functional-groups","MC. Alcohols have higher boiling points than comparably sized alkanes because: (lone pairs repel / more polar / H-bonding / more van der Waals)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","17",3,"functional-groups","MC. Which compound has highest boiling point? (A=secondary alcohol / B=secondary alcohol / C=diol / D=alkoxide)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","18",3,"alkene-reactions","MC. Conditions needed for transformation of tertiary alcohol to alkene: (HCl / H2SO4-H2O Heat / H2SO4-H2O no heat / HBr)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","19",3,"mechanism-SN1","MC. How many steps are there in the mechanism of an SN1 nucleophilic displacement reaction? (1/2/3/4)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","20",3,"mechanism-SN1","MC. Cyclohexyl-OH + MeOH / H+ gives two products (OCH3 stereoisomers). This reaction is a: (SN1 / E1 / SN2 / E2)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","21",3,"mechanism-E2","MC. Cyclohexyl-Br + tert-butoxide anion gives alkene. This reaction is a: (SN1 / E1 / SN2 / E2)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","22",3,"mechanism-SN2","MC. Benzyl bromide + S- nucleophile gives benzyl sulfide with inversion. This reaction is a: (SN1 / E1 / SN2 / E2)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","23",3,"substitution-elimination","MC. Which is the worst leaving group? (I- / Br- / Cl- / F-)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","24",3,"mechanism-SN1","MC. Which step is the rate determining step of an SN1 reaction? (four mechanistic steps shown A-D involving protonation/ionization/nucleophile attack)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","25",3,"mechanism-SN2","MC. Predict major product from secondary alkyl bromide + CH3S- Na+. (A=alkene / B=inversion thioether / C=retention thioether / D=another stereoisomer)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","26",9,"stereochem-chirality","Label all stereocenters and state how many stereoisomers possible for three antidepressants: (a) fluoxetine/Prozac (b) sertraline/Zoloft (c) paroxetine/Paxil"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","27",12,"stereochem-chirality","Eight stereo representations (a-f shown) of lactic acid. Taking (a) as reference: which are identical to (a) and which are mirror images of (a)?"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","28",8,"stereochem-R-S","Assign R or S configuration to each stereocenter in ephedrine (natural levorotatory stereoisomer shown with OH and NHMe at adjacent carbons on benzyl chain)."
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","29",6,"stereochem-R-S","Draw structural formula for each compound from IUPAC name: (a) 3-Bromopropene (b) (R)-2-Chloropentane (c) meso-3,4-Dibromohexane"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","30",8,"mechanism-SN2","Select member of each pair with greater SN2 rate with KI in acetone: (a-d four pairs of primary/secondary/tertiary alkyl chlorides and bromides)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","31",6,"mechanism-SN1","Select member of each pair undergoing nucleophilic substitution in aqueous ethanol more rapidly (SN1 conditions): (a-c three pairs of primary/secondary/tertiary/allylic halides)"
"130_exam3_S19 ONENOTE","Bergdahl","Chem 130","S19","Midterm3","32",12,"mechanism-SN2","Complete SN2 reactions (a-f): cyclohexylmethyl-Cl + acetate; sec-butyl-I + EtS-; neopentyl-Br + I-; cyclopentylmethyl-Cl + NH3; cyclohexylmethyl-Br + MeO-; sec-chloride + MeS-"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","1",3,"alkene-reactions","MC. Major product of tertiary alcohol + H2SO4/H2O: (A=disubstituted alkene / B=trisubstituted alkene / C=alcohol stereoisomer / D=starting alcohol)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","2",3,"substitution-elimination","MC. Major product of primary alcohol + HCl: (A=diene / B=alkene / C=primary chloride / D=no reaction)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","3",3,"mechanism-SN2","MC. Product of epoxide (shown with wedge) + NaSMe: (A-D show inversion/retention products with OH and SMe stereochemistry)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","4",3,"mechanism-SN2","MC. Epoxides are good electrophiles because: (RO- good leaving group / ring strain relief upon opening / not good electrophiles / no sterics)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","5",3,"functional-groups","MC. An alkaloid is: (opioid from nature / complex heteroatom molecule / basic N-containing natural product / neutral O-containing natural product)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","6",3,"IUPAC-naming","MC. Which compound is 2,4-dimethylaniline? (four aromatic amine structures A-D with NH2 and methyl substituents)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","7",3,"stereochem-R-S","MC. Which molecule is (R)-1-phenyl-1-propanamine? (four wedge-dash structures A-D of phenylpropylamine)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","8",3,"functional-groups","MC. Which compound has highest boiling point? (C2H6 / CH3NH2 / CH3OH / CH3OCH3)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","9",3,"acids-bases","MC. Which compound is the better base? (C2H6 / CH3NH2 / CH3OH / CH3OCH3)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","10",3,"acids-bases","MC. Why are alcohols worse bases than amines? (N more electronegative/lone pair shared / N less electronegative/conj acid more stable / alcohols always stronger)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","11",3,"acids-bases","MC. The Keq for amine + carboxylic acid equilibrium shown is: (1 / greater than 1 / less than 1)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","12",3,"acids-bases","MC. Which amine is the strongest base? (A=cyclohexylamine / B=aniline / C=aminopyrimidine/imidazole structure)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","13",3,"acids-bases","MC. Q12 answer is strongest base because: (resonance stabilizes lone pair / electronegativity / resonance destabilizes lone pair / inductive effect)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","14",3,"bonding-hybridization","MC. The oxygen in a hydroxyl group is ___hybridized and has bond angles of ___: (sp 180 / sp3 120 / sp2 120 / sp3 109.5)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","15",3,"stereochem-R-S","MC. Which molecule below is R-2-pentanol? (four wedge-dash structures A-D)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","16",3,"bonding-hybridization","MC. What is the electron configuration of a neutral Nitrogen atom? (1s22s22p5 / 1s22s22p3 / 1s22s22p4 / 1s22s22p2)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","17",3,"carbonyl-reactions","MC. Cyclohexanone vs cyclohexenol tautomers. Which is the enol and what is Keq direction? (A greater1 / B greater1 / A less1 / B less1)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","18",3,"IUPAC-naming","MC. Name of 3-methylbutanoic acid structure shown: (2-methylbutanoic acid / 3-methylbutanoic acid / 2-methylpropanoic acid / isovaleric acid)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","19",3,"IUPAC-naming","MC. 3-methylbenzoic acid is which structure? (four benzoic acid isomers with methyl at ortho/meta/para positions)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","20",3,"carbonyl-reactions","MC. Which carbon is the alpha carbon in a carboxylic acid structure? (labeled A B C D on carbon chain)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","21",3,"acids-bases","MC. Which chlorinated benzoic acid is most acidic? (A=ortho-Cl / B=ortho-Cl / C=meta-di-Cl / D=para-Cl — inductive effect proximity)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","22",3,"bonding-hybridization","MC. The carbon in a carbonyl group is ___hybridized and has partial ___: (sp positive / sp2 positive / sp2 negative / sp3 positive)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","23",3,"IUPAC-naming","MC. Which molecule below is pentanal? (four aldehyde structures A-D with 4-5 carbons)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","24",3,"carbonyl-reactions","MC. Aldehydes are generally _____ polar than ketones: (Less / More / similarly)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","25",3,"functional-groups","MC. Alcohols have _____ boiling points than comparably sized aldehydes/ketones: (Higher / Lower)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","26",3,"mechanism-SN2","MC. Major product from secondary alkyl bromide + NH3: (A-D showing amine products with different stereochemistry/connectivity)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","27",3,"functional-groups","MC. Which amine is primary aliphatic? (A=N-Me pyrrolidine attached to indole / B=proline ester amino acid / C=aminohydroxy acid / D=NH3)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","28",3,"mechanism-SN2","MC. Product of epoxide + HCl: (A-D show different regiochemistry/stereochemistry of Cl and OH at adjacent carbons)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","29",3,"acids-bases","MC. Alcohols are _____ acidic than thiols: (more / less)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","30",3,"isomer-relationships","MC. Two cyclopentane compounds (same methyl both dash) are: (constitutional isomers / enantiomers / diastereomers / geometric / same molecule)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","31",3,"isomer-relationships","MC. Two cyclopentane compounds (one ethyl one methyl at different positions) are: (constitutional isomers / enantiomers / diastereomers / geometric / same molecule)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","32",3,"stereochem-chirality","MC. Enantiomers are: (superposable mirror images / non-superposable mirror images / same connectivity diff 3D / same formula diff connectivity)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","33",3,"stereochem-chirality","MC. How many possible stereoisomers does the shown cyclohexane compound have? (2/6/8/12)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","34",3,"stereochem-R-S","MC. Wedge-dash carbon with I Cl Br substituents is in ___configuration: (S / R)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","35",3,"stereochem-R-S","MC. Stereocenters in cyclopentanediol (wedge OH / dash OH adjacent) are in ___config: (S,S / R,R / R,S / S,R / none-not chiral)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","36",3,"functional-groups","MC. Which compound will have the lowest boiling point? (A=secondary alcohol / B=secondary alcohol / C=diol / D=alkoxide)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","37",3,"mechanism-SN1","MC. How many steps in the mechanism of SN1 nucleophilic displacement? (1/2/3/4)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","38",3,"mechanism-SN1","MC. Cyclohexyl-OH + MeOH/H+ gives two OCH3 stereoisomers. This reaction is: (SN1/E1/SN2/E2)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","39",3,"mechanism-E2","MC. Cyclohexyl-Br + tert-butoxide gives alkene. This reaction is: (SN1/E1/SN2/E2)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","40",3,"mechanism-SN2","MC. Benzyl bromide + S- gives benzyl sulfide with inversion. This reaction is: (SN1/E1/SN2/E2)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","41",3,"substitution-elimination","MC. Which anion is the best leaving group? (I-/Br-/Cl-/F-)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","42",3,"mechanism-SN1","MC. Which step is rate determining in SN1? (four steps shown A-D: protonation/ionization/nucleophile attack/deprotonation)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","43",3,"mechanism-SN2","MC. Predict major product from secondary alkyl bromide + CH3S-Na+: (A=alkene/B=inversion thioether/C=retention thioether with dots/D=branched thioether)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","44",3,"carbocation-stability","MC. Most stable carbocation shown: (A=methyl/B=secondary cyclic/C=tertiary/D=allylic-tertiary)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","45",3,"alkene-reactions","MC. Predict product of trisubstituted alkene + H2SO4/H2O: (A=chloride/B=secondary OH/C=tertiary OH/D=terminal OH)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","46",3,"alkene-reactions","MC. Predict product of cyclohexene + Br2 (anti addition): (A-D showing syn/anti dibromo products with wedge-dash)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","47",3,"alkene-reactions","MC. Which alkene has highest boiling point? (A=hexadiene/B=branched trisubstituted/C=highly branched)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","48",3,"acids-bases","MC. Which hydrocarbon is least acidic? (A=vinyl H/B=sp3 C-H/C=terminal alkyne H)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","49",3,"mechanism-general","MC. In reaction coordinate diagram shown the intermediate corresponds to: (labeled species A-E on energy diagram with two hills and one valley)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","50",3,"alkene-reactions","MC. Predict product of but-2-ene + HBr: (A=sec-chloride/B=n-butyl bromide/C=sec-OH/D=sec-bromide Markovnikov)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","51",8,"mechanism-SN2","Select member of each pair with greater SN2 rate with KI in acetone: (a-d four pairs of alkyl halides — primary vs secondary/tertiary/neopentyl/branched)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","52",8,"acids-bases","Predict equilibrium position (L/R/E) for 4 acid-base reactions: (a) EtOH+NaOH (b) EtSH+NaOH (c) EtOH+EtS-Na+ (d) EtS-Na++AcOH"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","53",9,"stereochem-R-S","Draw structural formula from IUPAC names: (a) 3-Aminopropene (b) (R)-2-pentanol (c) meso-1,2-Dibromocyclopentane"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","54",9,"mechanism-SN1","Select member of each pair undergoing faster nucleophilic substitution in aqueous ethanol (SN1 conditions): (a-c three pairs primary/secondary/tertiary/allylic halides)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","55",15,"IUPAC-naming","Provide IUPAC or common name for 5 alcohol structures: (a) 1-pentanol (b) pentanediol (c) allylic alcohol with E-alkene (e) 2-methyl-1-butanol (f) trans-cyclohexane-1,2-diol"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","56",8,"functional-groups","Epibatidine (poison frog analgesic). (a) Which of two N atoms is more basic? (b) Mark all stereocenters."
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","57",12,"acids-bases","From each pair select the stronger base: (a) pyrrolidine vs pyridine (b) cyclohexyl-NMe2 vs phenyl-NMe2 (c) 3-methylaniline vs benzylamine (d) 4-nitroaniline vs 4-methylaniline)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","58",6,"acids-bases","Procaine/Novocaine. (a) Which N atom is stronger base? (b) Draw HCl salt formula. (c) Is procaine chiral? Would Novocaine solution be optically active?"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","59",10,"functional-groups","Classify each amino group as primary/secondary/tertiary AND aliphatic/aromatic: (a) benzocaine (b) chloroquine (antimalarial with multiple N types)"
"130_final_S19 ONENOTE","Bergdahl","Chem 130","S19","Final","60",15,"IUPAC-naming","Write IUPAC name for 5 carboxylic acid compounds: (a) phenylacetic acid (b) 2-hydroxy-butanoic acid (c) dienoic acid with two alkenes (d) cyclopentyl-methyl carboxylic acid (e) 2-hydroxy-malonic acid diacid)"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","1",10,"bonding-hybridization","Give hybridization for each non-H atom in H2N-CH=CH-C(=O)-CH3 (aminovinyl ketone structure shown)"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","2a",16,"IUPAC-naming","Draw structure of (1R)-2,2-diethylcyclohexanecarboxaldehyde"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","2b",16,"IUPAC-naming","Draw structure of (2S,4Z)-2-methyl-4-heptenenitrile"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","3a",16,"IUPAC-naming","Give IUPAC name for HO-(CH2)3-COOH (4-hydroxy carboxylic acid structure)"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","3b",16,"stereochem-R-S","Give IUPAC name for Fischer-projection molecule with SH/CH3 on C2 and H3C/Br on C3 (two stereocenters)"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","3c",16,"IUPAC-naming","Give IUPAC name for ester with E-alkene, NH2 stereocentre (wedge), and Br stereocentre (multi-functional compound)"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","4a",20,"cyclohexane-conformations","Which 1,2-disubstituted cyclohexane is more stable: A (tBu/Et both equatorial-cis) vs B (tBu/Et trans)? Explain reasoning in detail."
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","4b",20,"cyclohexane-conformations","Which 1,4-trisubstituted cyclohexane is more stable: A (tBu-eq, Me-eq, Br-ax) vs B (tBu-eq, Br-eq, Me-ax)? Explain reasoning."
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","5","","mechanism-radical","Provide detailed arrow-pushing mechanism for Bu3SnH/AIBN radical cyclization of bromoaldehyde/diene to bicyclic product"
"2002chem331exam1 DONE","Fox","Chem 331","F02","1","6","","bonding-hybridization","Bridgehead alkene 1 (bicyclo[2.2.2] framework) is extremely unstable. Use orbital picture to explain why (pi-bond/Bredt rule)."
"2002chem331exam2","Fox","Chem 331","F02","2","1",25,"mechanism-elimination","Deduce structures of B and C; give IUPAC names of A and C. A (wedge-dash amine C8H19N) + excess CH3I/Ag2O gives B (C11H27NO), then heat gives alkene C (C8H16). Hofmann exhaustive methylation/elimination."
"2002chem331exam2","Fox","Chem 331","F02","2","2a",10,"isomer-relationships","Indicate if compounds are enantiomers, diastereomers, or meso. Pair a: two 4-carbon molecules each with Cl and Br on adjacent stereocenters shown in wedge-dash."
"2002chem331exam2","Fox","Chem 331","F02","2","2b",10,"isomer-relationships","Indicate if compounds are enantiomers, diastereomers, or meso. Pair b: Fischer projection of HO-H / HO-H / Br vs wedge-dash OH/OH/Br molecule."
"2002chem331exam2","Fox","Chem 331","F02","2","3",30,"mechanism-SN2","Circle correct product for aromatic epoxide bearing Br + 1) NaOH 2) H+. Give detailed mechanism with stereochemical details. Five product options shown."
"2002chem331exam2","Fox","Chem 331","F02","2","4",30,"mechanism-SN2","Circle correct product for chiral alcohol ester + 1) TsCl/pyridine 2) NaOH. Intramolecular SN2 epoxide formation with inversion; four epoxide stereoisomers as options."
"2002chem331exam2","Fox","Chem 331","F02","2","5",30,"mechanism-E2","Circle correct product for trans-decalin dibromide + LDA. E2 stereospecificity in fused ring; must draw 3-D chair representation. Three product options."
"2002chem331exam2","Fox","Chem 331","F02","2","6",30,"NMR","Deduce structure of D (C6H12O3) from vinyl ketone + MeOH/H+. NMR data given (1H and 13C). Acid-catalyzed acetal formation; draw mechanism."
"2002chem331exam2","Fox","Chem 331","F02","2","7",35,"carbocation-stability","Provide detailed mechanism for norbornyl tosylate (Ph/Me substituents) + H+/H2O/heat giving rearranged cyclopentene product. Wagner-Meerwein 1,2-shift/ring contraction."
"2002chem331exam3","Fox","Chem 331","F02","3","1",25,"carbonyl-reactions","Draw structures of A and B. Carboxylic acid + piperidine + DCC/Et3N gives amide A; A + 1) O3 2) (CH3)2S gives B (ozonolysis products)."
"2002chem331exam3","Fox","Chem 331","F02","3","2a",20,"carbonyl-reactions","Reaction would not proceed as shown. HO-(CH2)3-COOH + MeLi (2 equiv) gives tertiary alcohol, not methyl ketone. Explain why and give correct product."
"2002chem331exam3","Fox","Chem 331","F02","3","2b",20,"oxidation-reduction","Reaction would not proceed as shown. Ph-CH2-CH2-OH + H2CrO4/H2SO4 gives carboxylic acid, not aldehyde. Explain why and give correct product."
"2002chem331exam3","Fox","Chem 331","F02","3","2c",25,"oxidation-reduction","Reaction would not proceed as shown. D2-substituted trisubstituted alkene + H2/Pd/C gives different stereoisomer than shown. Syn addition gives wrong diastereomer — explain and correct."
"2002chem331exam3","Fox","Chem 331","F02","3","3",40,"synthesis-multistep","Propose synthesis of compound 1 (branched methyl vinyl ketone target) starting from C3 or fewer carbon materials. Grignard and Wittig reagents must be prepared."
"2002chem331exam3","Fox","Chem 331","F02","3","4",35,"NMR","Propose structure of compound 2 (C10H10O2) from Wittig ylide + benzaldehyde; explain stereochemical assignment from 1H NMR coupling constant (J=15.8 Hz, E-alkene)."
"2002chem331exam3","Fox","Chem 331","F02","3","5",35,"carbocation-stability","Propose detailed mechanism for acid-catalyzed rearrangement of bicyclic methylenyl compound to ring-expanded product via carbocation 1,2-shifts."
"2002chem331finalexam","Fox","Chem 331","F02","Final","1",10,"functional-groups","Identify functional groups: C=N (nitrile), carboxylic acid, aldehyde, epoxide (4 structures shown alongside alkene example)"
"2002chem331finalexam","Fox","Chem 331","F02","Final","2a",15,"IUPAC-naming","Provide IUPAC name for brominated ester structure: Br-CH(Me)-C(=O)-O-CH(Me)-Et (two stereocenters)"
"2002chem331finalexam","Fox","Chem 331","F02","Final","2b",15,"stereochem-R-S","Provide IUPAC name for Fischer projection with CH3/H, H3C/H, HO/H, Br substituents (two stereocenters, R/S assignment required)"
"2002chem331finalexam","Fox","Chem 331","F02","Final","3",20,"carbonyl-reactions","Draw structures of A and B with correct stereochemistry. Secondary alcohol + SOCl2 gives A; A + 1) Mg/ether 2) methyl ketone gives B (Grignard addition)."
"2002chem331finalexam","Fox","Chem 331","F02","Final","4",20,"cyclohexane-conformations","Circle more stable compound (0 pts). Draw 3D chair representations of two 1-methyl-4-isopropylcyclohexane cis/trans diastereomers and explain stability (20 pts)."
"2002chem331finalexam","Fox","Chem 331","F02","Final","5",30,"mechanism-E2","Trans-decalin with D/H/Cl/Br substituents + NaOtBu. Circle correct E2 product; draw 3D chair representation; explain antiperiplanar requirement and regiochemistry."
"2002chem331finalexam","Fox","Chem 331","F02","Final","6a",20,"reaction-prediction","Reaction would not proceed as shown. Triene + MCPBA gives epoxide at wrong alkene (terminal). MCPBA epoxidizes most electron-rich alkene. Explain and give correct product."
"2002chem331finalexam","Fox","Chem 331","F02","Final","6b",20,"mechanism-E2","Reaction would not proceed as shown. D/Et/Cl/Me compound + NaOtBu gives wrong alkene geometry. Show correct E2 mechanism with antiperiplanar requirement and correct E/Z product."
"2002chem331finalexam","Fox","Chem 331","F02","Final","6c",20,"carbonyl-reactions","Reaction would not proceed as shown. 4-CN-cyclohexanone + CH3MgBr/H+ gives methyl ketone shown (wrong). Grignard adds to ketone giving tertiary alcohol — explain and draw correct product."
"2002chem331finalexam","Fox","Chem 331","F02","Final","6d",20,"mechanism-elimination","Reaction would not proceed as shown. 1-NMe3+-1-Me-cyclopentane + OH-/heat gives wrong cyclopentene shown. Hofmann elimination gives less substituted alkene — explain correct product."
"2002chem331finalexam","Fox","Chem 331","F02","Final","7",40,"synthesis-multistep","Propose multistep synthesis of NC-(CH2)4-CO2Me (compound 2) using 1-(methoxymethylene)cyclopentane (compound 1) as starting material."
"2002chem331finalexam","Fox","Chem 331","F02","Final","8",35,"carbocation-stability","Propose detailed mechanism for acid-catalyzed interconversion of C13-labeled tetraphenyl ketone 3 and 4 via 1,2-phenyl shift (isotope-labeled carbonyl migration)."
